959901478721871877,2018-02-03 21:28:41,False,0,False,,#Environment &amp; #Climate eDaily—#CdnPoli #COP23 #Uniting4Climate—https://t.co/E77drZlIBl — Tshishatshitin @SantasWorldLet @Tintie4 @iBizZee,77254498,deepgreendesign
959720555061633024,2018-02-03 09:29:45,False,0,False,,Geothermal with a financial wizardry....combination that works. #cop23 #Geothermal  @Grantham_IC https://t.co/9XmejD8lZX,56485196,Rajnishah
959715935593615360,2018-02-03 09:11:24,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",18569024,JelmenHaaze
959715834729025536,2018-02-03 09:11:00,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",388819225,CGossow
959680856137879552,2018-02-03 06:52:00,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",2188703611,TexAlbert
959650186913046528,2018-02-03 04:50:08,False,89,False,,RT @UN: .@antonioguterres arrives at UN Climate Conference #COP23 stressing the urgency for climate action https://t.co/RvEdzxStef,2306201965,Nmlucien
959646560467476480,2018-02-03 04:35:44,False,26,False,,"RT @CECHR_UoD: China fills part of US void on climate without dominating talks
#COP23 
https://t.co/OP81RVvfpV
China focuses on domestic ac…",1979350020,S_Montecristo
959643275048124416,2018-02-03 04:22:40,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",105144171,davidnabarro
959634122388987904,2018-02-03 03:46:18,False,26,False,,"RT @CECHR_UoD: China fills part of US void on climate without dominating talks
#COP23 
https://t.co/OP81RVvfpV
China focuses on domestic ac…",85673098,danabrothers
959631368509689856,2018-02-03 03:35:21,False,26,False,,"RT @CECHR_UoD: China fills part of US void on climate without dominating talks
#COP23 
https://t.co/OP81RVvfpV
China focuses on domestic ac…",109536111,maritimemaggie
959624779450925056,2018-02-03 03:09:11,False,26,False,,"RT @CECHR_UoD: China fills part of US void on climate without dominating talks
#COP23 
https://t.co/OP81RVvfpV
China focuses on domestic ac…",39718351,maxiegeismar
959622243377704961,2018-02-03 02:59:06,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",2709369306,BarryFaure
959621481025204225,2018-02-03 02:56:04,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",40587997,Midhfa
959616653251268608,2018-02-03 02:36:53,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",83925061,dominiquesouris
959601555937767424,2018-02-03 01:36:54,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",181346324,Pool_Depth1_1
959596560693825536,2018-02-03 01:17:03,False,1,False,,"@UNFCCC
 11h11 hours ago
More
Jamaica steps up to the plate, #empoweringwomen in its #climatechange policy planning… https://t.co/TdxQ8fpsOJ",727316106843574272,BagalueSunab
959588891157323776,2018-02-03 00:46:34,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",4126864349,UrbanMeisters
959586674660360193,2018-02-03 00:37:46,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",2168081,tmarki
959579169574223872,2018-02-03 00:07:56,False,1,False,,RT @shumeiintl: Looking back at #COP23 and reminded that we go #furtherfastertogether. Here’s how we support #harmonywithnature and fight #…,227426264,berkeozsoy
